User_ID,Duration,Heart_Rate,Body_Temp
1,19,102,40
5,6,84,38.4
1,20,109,38.4
4,26,76,39.2
4,36,79,40.6
2,4,86,38.4
1,34,94,40.7
3,36,82,38.6
1,12,82,38.3
5,34,78,40.9
5,22,100,38.3
2,18,101,40
5,44,82,39
5,41,91,38.4
5,43,111,38.7
1,33,102,38.4
5,13,112,39.5
5,28,101,39.5
1,11,96,39.2
5,13,103,40
4,35,109,38.5
1,3,98,40.2
4,7,95,38.8
5,4,118,39.7
3,1,117,40.6
2,29,85,40.2
5,17,109,40.6
1,11,79,38.9
5,23,92,39
5,4,100,40.8
4,16,101,40.4
3,32,94,40.3
2,23,98,40.8
5,26,74,40.8
1,44,102,40.8
5,3,102,40
5,28,74,40.5
5,10,120,40.9
1,13,93,39
3,26,81,40.6
1,33,113,39.6
5,42,117,38.2
1,20,88,39.1
1,23,119,40.1
3,13,98,38.5
2,34,120,39
3,26,117,39.8
5,45,91,40.2
5,25,109,38.7
5,1,75,38.5
3,6,118,40.8
3,43,88,38.4
4,24,111,38.4
1,7,92,39.5
1,23,107,40.5
2,38,93,38.8
1,28,76,38.2
3,6,98,40.5
2,18,116,39.8
1,17,110,40.4
1,21,99,39.5
5,8,74,38.3
4,11,81,39.8
5,32,107,38.7
1,1,101,38.4
5,36,81,40.4
3,9,114,40.3
4,36,113,38.8
5,34,84,38.6
1,23,106,40.6
4,26,104,39
4,15,115,39
2,25,77,40.1
3,33,89,38.6
1,30,89,40.1
4,22,115,40
4,35,120,39.4
2,11,81,38.6
4,28,91,38.5
3,21,73,39.2
2,25,82,38.5
5,25,105,40.5
3,38,82,39.1
5,22,90,38.1
4,14,120,39.9
5,12,94,39.8
4,26,83,40.6
4,17,113,39
5,41,98,40
3,15,114,38.8
5,16,119,39.6
4,35,87,39
5,37,88,40
4,35,90,38.7
5,2,97,39.6
4,7,112,38.4
4,10,83,38.7
4,41,110,39.8
4,16,119,38.8
5,8,116,38.4
5,25,117,39.9
2,11,99,38.8
3,5,86,40.7
1,35,93,39.1
3,43,116,38.7
1,37,106,38.5
1,23,91,40.7
2,27,114,39.8
4,5,83,38
1,33,106,38.7
4,39,85,39.2
2,21,119,39.8
4,18,73,40.1
3,9,91,39.7
3,14,114,40.9
3,26,105,40.3
1,2,95,39.9
5,10,89,38.6
2,40,74,38.1
4,35,95,41
3,2,91,39
4,37,110,39.8
2,16,118,39.6
5,17,97,39
3,8,79,39.9
5,27,100,39
5,28,120,40.8
5,30,87,39.5
3,37,99,38.4
5,22,89,38.7
5,16,86,39.4
5,29,115,40.6
2,10,112,38
4,25,103,40.3
2,10,106,39.3
4,18,116,41
5,32,84,40
2,15,115,40.4
5,31,117,38.6
3,41,107,41
1,29,76,40.1
5,21,93,38.8
3,43,116,40.2
3,1,110,40.8
1,10,111,38.5
2,23,105,40.7
2,31,118,39.4
4,38,91,40.4
4,30,80,40.9
1,9,112,41
5,16,83,40.3
5,6,81,38.5
3,31,100,40.6
4,38,112,39.8
5,24,97,39.8
5,43,106,39.7
3,34,104,38.5
5,12,90,39.5
1,44,90,38.5
2,6,90,39.8
4,1,95,39.5
2,16,116,38.7
1,32,78,38.5
1,16,112,39.2
2,26,86,38.5
1,26,85,38.5
2,16,89,38.2
1,11,76,39.3
5,17,109,38.1
3,21,88,40.4
2,25,86,38.7
3,21,119,40.6
5,4,80,38.4
4,32,92,40.1
1,20,119,38.6
1,36,90,38
5,41,88,39.6
4,44,119,40.5
2,37,87,40.4
5,27,116,38.8
2,4,110,40.2
1,38,88,39.3
1,26,90,39.1
5,29,92,38.7
2,23,85,40.9
3,5,98,39
3,31,117,39.9
3,11,86,40.7
1,5,78,39.3
2,33,105,40.7
2,14,92,39.2
1,20,78,39.1
1,20,78,38.5
4,7,106,38.6
4,15,104,38.5
3,25,115,38.2
1,44,105,40.6
3,11,109,40.3
3,35,117,40.3
1,6,101,39.1
1,37,111,40.4
3,44,113,39
5,16,96,39.2
2,30,88,39.9
3,30,108,40.9
2,4,80,39.5
3,34,74,39.6
5,41,100,39.6
3,32,111,39.9
1,40,102,39.6
2,15,87,40.8
5,26,109,39.4
2,3,102,40.6
5,16,82,40.6
5,39,117,39.3
1,12,119,40
5,6,119,38.5
2,3,91,40.9
3,33,104,39.7
3,15,94,39.6
1,22,117,39.4
4,19,115,38.9
2,36,79,40.2
2,26,76,40.5
1,34,111,38.8
3,23,73,40.7
1,26,88,38.4
3,44,110,39.5
5,23,105,39.8
4,4,118,38
1,9,95,38.6
2,36,80,38.3
5,2,87,38.5
2,2,117,38.3
2,26,111,40.2
4,34,103,40.9
2,30,79,39.4
2,34,78,39.1
3,27,118,40.8
1,41,103,39.2
4,45,78,38
4,26,85,38.3
2,1,107,38.9
1,33,96,40.2
3,12,82,40.8
2,2,115,39.9
2,33,87,40.6
4,12,99,38.3
1,26,80,38.3
3,3,99,40.5
5,23,112,39.6
4,39,114,38.9
3,8,86,40.1
3,28,100,38.6
3,26,115,39
1,5,115,39.2
2,41,85,38.5
2,18,85,40
1,37,105,40.9
1,43,113,39.5
3,18,117,39.4
2,5,111,38.9
3,5,106,39.2
3,38,94,38.5
5,31,85,38.4
4,9,104,38.2
1,29,109,38.3
2,32,117,40.5
2,22,106,38.8
2,38,95,38.6
4,43,102,40.4
1,3,85,40.1
1,13,110,40.7
3,35,117,39
4,21,91,39.3
2,2,78,38.6
1,6,75,40.4
3,41,89,38.4
3,13,89,38.3
5,16,84,39.7
1,12,85,40
3,24,93,38.4
1,26,120,39.4
5,9,120,39.9
3,40,74,39.9
5,39,112,40.1
5,13,107,39.5
2,10,97,39.5
5,26,80,38.8
5,32,100,38.6
5,41,102,40.6
3,39,78,39.6
1,41,81,38.3
4,16,111,39.5
5,32,76,40.4
3,33,104,39.8
1,2,99,38.4
5,40,92,40
3,5,117,40.1
2,32,87,40.8
2,32,90,38.9
3,4,118,39.8
2,19,84,38.7
4,31,85,38.5
1,43,98,38.2
5,20,113,39
2,42,103,40
1,32,101,39.1
3,23,86,38.6
2,7,102,39.9
3,22,90,40.7
5,13,87,38.1
1,4,91,40.6
2,14,107,38.6
2,16,112,40.6
4,7,103,38.5
4,34,103,39.5
1,39,111,40.7
4,9,96,40.6
5,26,103,38.2
3,23,114,39
5,11,103,38.2
1,33,117,40.7
3,8,83,39.7
5,39,78,38.5
5,17,104,39.2
1,17,108,40
2,6,82,39.7
3,36,118,39.9
5,10,113,39.9
4,5,84,38.4
1,42,100,39.4
3,42,94,40.6
2,23,118,39.4
2,13,107,40
3,7,85,40.9
3,41,115,39.9
2,14,115,39.9
5,23,115,39
2,5,98,38.5
4,25,92,40.8
1,4,90,40.2
3,40,110,38.9
5,3,114,40.3
3,44,96,40.2
4,25,83,39.4
1,23,108,39
5,25,84,41
5,14,117,40.9
4,44,111,38.9
5,1,86,38.5
4,45,95,40.3
4,45,106,40.2
5,6,114,39.7
1,42,118,38.2
1,16,74,40.2
4,5,100,38.6
3,36,114,40.7
5,9,108,38.4
3,32,76,38.9
1,40,88,40.1
3,7,80,38.9
1,44,94,40.5
3,27,117,41
3,8,92,38.7
5,45,78,40.5
4,45,79,40
2,44,110,39.9
2,7,96,39.5
5,5,92,38.3
5,7,108,41
4,11,116,40.4
5,37,106,39.2
3,38,91,40.1
1,19,119,38.5
3,22,76,40.9
5,18,78,38.4
5,37,85,40.5
2,22,98,40.9
4,42,99,39.2
4,17,86,38.7
1,9,105,38.8
5,44,88,39
1,30,119,39.6
3,2,100,39.6
5,26,101,38.8
3,38,118,39.6
3,2,77,38.5
5,16,114,40.3
3,15,98,39.9
2,37,94,40.9
2,19,114,40.1
5,3,117,40.8
2,33,102,40.9
4,23,105,39.7
4,30,106,40.3
1,7,98,40.3
5,14,118,39.6
3,10,87,40.6
1,38,92,38.3
3,32,86,38.6
1,24,109,39.7
3,13,105,38
2,1,112,39.1
4,21,93,40.9
3,24,120,40.1
1,13,76,40.9
3,11,96,38.5
4,11,78,40.5
4,36,92,40.6
5,23,114,40.1
2,10,97,40.3
3,29,75,40.1
5,16,86,39.1
4,32,106,38.7
2,24,111,39.7
5,17,74,39.8
4,44,74,40.7
1,13,87,40.3
1,41,82,40.5
4,28,91,40
5,1,106,40.3
5,28,110,41
3,27,103,38.1
1,7,73,40.2
1,4,114,38.7
2,30,112,40.5
2,28,92,39.6
3,32,117,38.4
5,32,87,40.4
2,14,95,38.5
1,8,93,40.9
4,27,107,40.5
2,8,96,40.9
1,12,114,39.3
2,9,73,41
2,18,83,38.5
5,7,111,38.9
5,30,86,39.8
5,20,112,38.3
1,19,88,39.7
5,40,94,40.9
5,17,101,39
2,7,115,38.3
3,26,100,39.3
1,37,77,39.7
2,19,90,39.7
3,33,76,40.1
5,36,86,40.5
2,5,116,38.4
4,23,95,40.8
5,2,117,40.7
2,5,99,39
1,27,115,39.1
4,43,92,39.9
5,10,80,40
1,12,112,39.8
4,9,119,40.5
5,38,93,39.6
5,4,75,39.8
4,23,113,38.8
4,24,88,39.9
2,23,107,39.9
1,13,119,40.3
1,22,79,38.5
2,14,91,40.4
1,10,111,40.8
4,22,112,39.6
3,28,97,40.7
3,37,115,40.6
5,13,107,39.3
5,26,118,38.4
3,2,117,40.6
2,24,79,38.5
5,16,95,40.5
1,17,74,39.7
4,15,79,39.5
1,31,85,40
1,31,76,39.5
2,31,118,39.2
1,45,118,40.1
4,36,114,40.8
4,26,119,39
5,12,106,38.2
2,25,80,38.7
3,20,78,40.9
3,15,82,40.9
5,31,95,40.1
3,8,86,38.7
3,44,96,40.5
3,18,94,38.7
2,16,120,39.1
3,24,97,38.9
2,30,106,40.6
2,30,95,39.4
1,4,118,39.7
4,35,106,40.7
1,44,83,38.6
5,9,86,38.5
1,30,110,40.5
2,2,110,38.1
2,27,116,39.5
4,28,113,40.4
4,21,97,38.5
2,13,80,39.1
2,6,84,40.3
4,22,79,39.2
4,41,116,39.8
2,37,82,41
1,43,75,38.7
3,30,96,38.7
1,5,91,40.2
3,42,95,38.2
3,32,85,40.3
5,9,77,39.4
1,41,112,40.2
4,10,114,39.1
3,10,97,38.2
5,43,84,38.6
4,1,85,38.2
2,45,92,39.1
4,6,89,40.4
1,41,114,40.1
2,28,120,39.6
2,27,88,38.3
5,6,80,40.9
4,7,77,38.1
4,5,100,38.2
3,16,75,41
2,3,101,39.8
2,42,80,38.9
3,28,118,40.6
2,9,86,39.4
1,39,92,38.1
1,28,99,38.9
4,37,107,39.7
2,8,100,39.5
1,38,93,38.9
5,22,91,38.9
2,22,87,38.7
2,39,119,40.9
5,16,81,40.1
1,37,99,38.7
1,42,104,38.8
5,6,92,39.7
2,22,109,39.9
1,28,110,39.6
5,24,83,40.3
3,21,111,40.8
4,43,84,38.8
1,24,85,40.5
5,39,114,40.9
4,7,105,39.3
5,39,100,40.8
5,16,81,39.5
2,10,82,38.2
1,1,109,39.5
4,26,105,40.3
5,24,118,40.7
3,21,118,40.1
3,20,110,39.6
4,13,117,38.5
3,13,111,40
4,43,75,38.9
4,1,79,40.6
1,44,84,38.9
2,41,84,38.7
2,4,113,38.6
1,40,87,39.6
5,31,75,38.2
3,39,100,38
3,29,81,40
3,14,79,40.8
3,41,102,39.3
1,19,86,39.5
3,33,111,38.4
5,2,88,38.7
5,31,77,40.1
1,15,89,39.9
3,45,116,39.4
2,11,75,39
5,6,117,40.5
3,44,109,39.2
1,28,97,38.4
2,32,93,40.9
2,22,102,38.3
2,6,114,40.7
4,29,116,39.9
4,45,90,39.4
1,19,104,38.5
2,1,89,39.7
1,24,105,40.9
5,44,98,39.4
5,9,75,40.5
4,7,81,38.6
2,25,80,40.2
1,40,88,40.4
2,18,88,40.7
2,22,93,40.1
3,33,77,39.8
1,15,104,38.3
4,14,92,39.3
3,31,111,40.3
4,7,90,38.9
1,42,105,38.4
4,26,77,40.7
3,14,80,38.4
3,13,92,38
2,43,95,40.4
3,15,93,38.8
5,12,74,39.3
3,22,104,40.6
1,8,81,39.2
4,25,77,39.9
3,11,101,38.8
3,42,110,38.5
3,1,78,38.5
2,36,114,39.8
2,18,109,38.6
2,41,105,38.1
2,14,118,38.2
4,3,101,39.4
2,15,100,40.2
4,16,111,38
3,33,120,40.4
2,30,109,38.4
2,18,108,40
5,2,105,40.2
3,3,117,39.5
3,3,88,39.2
2,14,116,39.1
3,32,118,41
5,26,112,39.9
4,13,84,40.9
5,12,93,39.3
3,11,93,40.9
4,38,93,39.2
4,4,87,40.6
4,27,74,40.4
3,45,94,39.7
2,6,108,41
5,27,88,39.4
5,5,86,39.2
2,25,93,40.3
3,7,98,40.5
3,3,116,40.5
3,38,83,39.1
3,29,82,40.8
4,2,95,38.9
3,22,77,40
2,3,86,39.5
3,43,100,40
1,42,75,40.5
2,3,90,40.9
5,38,103,40.5
4,18,106,40.5
1,33,86,40.6
4,6,104,40.9
4,29,78,40.2
3,14,120,40.4
3,39,107,39.6
4,40,118,40.4
1,22,107,39.5
4,39,79,39.5
2,39,75,38.2
4,35,106,38.4
4,13,105,38.1
1,2,83,40.2
2,27,106,40.8
3,35,103,39.9
1,23,109,38.2
5,39,94,40.2
3,42,81,38.9
2,45,96,39.5
4,29,89,38.3
5,4,89,39.5
2,19,118,40.4
5,13,116,38.8
4,30,83,38.8
2,3,87,38.2
3,22,109,38.4
1,9,97,39.7
4,20,89,40.3
5,5,80,40
5,31,117,40.4
5,39,108,40.1
3,1,104,40.8
5,41,78,40.9
1,37,107,38.3
2,12,103,38.8
2,5,86,38.5
2,13,85,38.7
2,28,88,39.9
5,39,114,39.4
2,19,91,39.1
5,33,102,38.6
3,10,78,40.9
5,38,117,38.6
3,34,76,39.5
1,32,117,39.6
1,14,95,39.7
5,39,116,39.9
4,15,106,40.8
1,25,115,39.6
5,2,106,40.5
4,11,112,39.6
1,43,112,39.6
1,38,118,39.3
2,33,106,39.4
2,29,100,39.2
4,28,106,40
5,1,104,38.3
3,40,74,38.1
5,35,88,40.1
4,23,84,38.8
2,34,100,38.6
3,30,76,39.7
4,29,117,40
2,26,79,40.6
5,30,100,38.2
1,17,115,40.2
2,18,80,38.5
5,37,118,38.7
4,37,105,38.6
4,32,107,40.5
5,1,120,40
2,5,88,40.5
4,42,85,39.5
5,14,105,39.1
3,24,99,40.6
4,10,80,39.3
5,44,103,39
2,16,92,38.8
1,9,101,38.8
5,15,106,39.1
5,16,97,39.2
1,19,86,38.3
1,22,114,38.4
5,15,117,39.7
2,42,87,38.6
3,25,100,40.9
4,28,111,39
1,9,107,39.8
5,9,103,40
4,11,74,40.9
2,43,101,39.5
2,20,79,38.9
4,1,94,39.4
4,10,101,39.9
4,35,88,38.7
2,36,77,40.3
4,34,110,40.4
5,27,96,38.5
5,6,75,39.1
2,17,81,38.9
1,9,115,39.4
3,21,92,40.1
5,28,99,39.2
3,15,103,39.5
5,3,76,38.7
2,45,92,39.4
2,8,91,40.9
5,35,82,39.6
4,20,81,38.8
1,45,88,40.1
5,26,76,40.6
1,42,108,40.9
5,18,94,39.3
5,39,95,39.7
4,14,73,38.8
4,19,78,40.4
1,26,75,39
2,14,107,38.6
2,28,85,38.2
1,38,94,39.5
2,24,117,40.9
4,8,87,39.3
1,35,83,38.9
2,9,118,39.2
5,12,92,39.9
1,25,108,38.2
1,3,101,38.1
2,39,81,38.2
1,18,119,39.4
4,20,89,39
5,26,84,38.5
3,35,102,40.5
2,5,120,40.9
3,37,108,40.1
5,23,117,40.4
5,44,107,40.1
3,42,116,40.2
3,25,96,40.9
1,18,82,39.4
1,43,103,40.4
1,45,77,41
1,33,97,38.5
3,32,80,40.6
2,22,116,39
2,31,119,40
2,16,78,41
5,33,97,40.4
5,27,75,38
3,19,116,39
2,26,108,40.6
4,17,104,39.8
1,21,88,41
2,20,80,40.6
3,13,90,38.6
3,26,105,40.8
2,16,119,38.3
3,3,76,39.8
2,43,120,39.6
4,5,119,40.7
2,19,102,39.3
1,6,77,40.7
5,17,106,38.9
5,41,114,39.2
2,16,74,40.8
5,4,104,39.6
5,40,108,40
1,6,79,40.3
5,8,84,39.9
4,34,96,40.6
5,18,104,38.2
2,20,107,38.8
1,43,95,38.9
5,7,90,41
3,30,93,40.5
3,1,108,40.2
5,29,112,41
3,22,84,38.3
1,38,115,38.9
5,19,101,38.2
2,24,89,40.1
2,39,81,39.6
4,23,115,38.6
2,42,85,38.8
4,7,80,38.6
2,27,90,39.1
1,15,118,38
4,5,87,38.3
2,28,80,39.3
1,30,93,40.2
2,10,96,38.5
4,36,111,38.3
2,16,120,39.6
5,13,99,39.9
2,3,91,40.7
4,16,96,38
1,39,101,40.3
4,43,118,40.7
1,20,83,39.8
2,20,119,40.5
3,24,102,40
5,1,77,39.7
5,12,103,39
5,32,92,38.2
2,44,102,38.4
5,40,98,40
4,3,89,38.5
5,29,74,40.6
2,3,106,38.4
1,8,104,39.8
2,13,91,38.5
2,39,107,39.5
5,8,99,38.6
4,8,100,39.2
2,5,115,38.1
3,31,99,39.1
2,8,95,38.8
5,24,85,38
1,23,82,39.4
1,26,73,38.2
5,39,88,38.8
4,8,84,39.4
5,35,94,38.6
3,33,93,39.9
3,28,84,40.2
3,40,111,40.5
4,4,112,41
3,32,118,39.7
3,44,82,39.1
3,18,109,40.4
3,40,94,39
2,35,76,38.2
3,10,119,40
3,38,76,38.7
1,37,81,40.7
1,43,80,38.6
5,35,102,40.4
1,45,78,39.7
1,33,80,39.5
4,41,99,39
1,22,90,40.1
2,16,96,38.7
3,2,101,39.7
3,14,103,39.9
3,16,106,39.2
4,25,81,39.9
5,38,89,38
2,17,89,38.6
5,21,102,39.5
4,27,96,39.6
1,13,75,40.8
4,43,114,39.2
5,33,99,40.7
5,28,97,39.1
4,38,105,38.4
3,2,120,38.4
3,32,99,39.9
5,5,94,40.1
4,10,111,41
3,41,79,39.2
2,6,73,38.6
2,4,108,40.5
2,23,96,39.9
2,11,98,40
2,37,89,39
3,7,74,38.8
5,8,98,40.9
1,15,95,40
1,27,114,40.7
1,34,110,38.2
2,38,89,39
3,9,94,38.8
1,9,100,38.2
3,9,110,40.3
5,23,107,40.8
1,21,108,39.6
3,31,90,40.4
1,37,116,38.2
1,17,116,38.1
5,22,84,38.1
4,24,101,40
4,38,102,39.1
3,23,79,39.6
5,37,113,40.5
4,43,98,40.5
4,11,90,39.3
1,2,101,38
2,29,102,40.2
3,37,111,39.5
3,25,79,39.2
1,10,89,39.7
4,40,113,38.1
3,20,114,38.4
3,23,73,39.4
1,25,113,39.2
4,36,94,38.9
5,21,118,39.3
5,22,107,38.5
1,38,100,39.4
1,42,113,39.5
4,21,93,38.9
4,16,93,39.3
3,39,91,38.4
5,1,76,40.7
4,44,114,38.3
4,18,76,40.4
2,7,87,40
5,9,93,39
1,1,108,38.5
4,1,78,39.9
1,45,96,39.1
3,13,77,38
2,7,107,40
5,19,117,39.9
2,21,90,39.5
2,4,100,40.3
5,6,104,39.2
4,21,109,38
4,35,120,39.5
1,20,82,38.7
3,44,106,38.5
1,35,90,39.9
4,28,81,40.2
1,7,99,38.8
3,39,87,39.4
5,2,118,40.7
5,3,83,40.9
4,16,118,41
3,17,110,39.9
1,29,97,40.3
4,29,82,40.3
2,45,98,38.3
1,12,90,38.1
2,17,100,38.5
5,42,110,40.7
2,44,86,39.4
3,9,99,38.8
3,29,81,39.2
1,36,81,39.2
1,41,86,40.5
4,2,110,38.7
4,20,89,40
1,6,91,40.9
5,40,79,40.2
1,39,113,40.2
2,9,93,38.3
2,8,101,38.2
4,37,118,39.6
3,25,119,38.2
4,23,92,38.4
1,15,115,39.3
2,23,103,38.9
4,25,118,39.8
2,24,114,40.7
2,2,120,39.6
1,8,105,39.6
5,30,88,40.6
5,7,112,40
1,5,98,40.9
4,30,117,40.2
3,3,105,40
2,16,96,40.1
5,18,81,39.8
5,38,112,40.3
2,14,84,40
1,20,117,39.5
4,20,76,39.7
4,29,107,39.7
5,9,80,38.6
5,41,93,39.4
4,41,112,39.9
2,40,109,40
1,12,110,40.2
5,6,107,38.5
4,19,96,38.5
2,27,96,38.4
1,9,115,39.1
3,45,106,40.9
1,2,97,39
2,7,110,40.2
3,11,77,38.3
3,36,111,39.9
1,37,103,40.6
1,45,116,39.8
1,28,105,38.5
5,6,85,40.9
3,3,97,38.4
1,6,112,39.4
4,40,90,38.1
5,6,105,39.3
5,13,104,38.8
4,11,111,40.4
4,33,92,39.1
2,43,79,40.9
5,42,105,38.7
2,7,81,38.6
4,24,116,38.7
4,30,86,39.9
1,43,90,38.5
5,18,119,39.5
1,27,110,40.8
2,8,90,40
3,24,120,38.5
1,43,109,38.5
1,7,107,39.7
4,9,89,40.8
3,18,97,40
4,2,83,39.3
4,25,82,39.8
2,25,97,39.5
1,44,75,39
3,11,76,40.6
4,8,116,40.4
1,22,120,38.1
2,28,90,39.6
5,41,110,38.8
2,17,90,39.7
1,30,116,39
5,10,113,40.9
2,2,116,38.6
5,37,114,40.9
4,39,108,39.6
4,4,98,38.1
4,42,117,38.8
3,12,112,39
1,21,97,39.6
1,41,88,38.7
1,3,97,38.7
5,1,85,38.3
1,45,105,38.9
2,36,81,40
3,27,102,39.3
1,30,98,38.6
4,10,81,39
4,4,89,40.6
1,28,82,39.9
5,9,76,40.7
3,14,97,41
3,43,97,38.7
4,21,105,38.7
1,17,88,40.8
1,38,97,39.7
2,32,96,40.5
4,15,114,39.8
3,2,94,39.6
4,34,97,38.8
3,19,114,38.6
1,8,116,38.1
4,32,82,39.2
2,35,94,40.8
1,7,90,40.8
1,13,119,40.8
2,39,77,40.3
1,29,92,40.8
2,21,98,41
1,32,115,40.5
2,37,75,38.4
3,42,97,38.8
4,18,100,40.3
4,22,106,40.6
2,16,98,39.8
1,2,85,40.6
2,32,77,40
5,1,88,38.3
5,6,80,39.2
5,43,78,39.9
3,28,78,39.7
3,25,98,39.6
2,15,81,40.3
2,39,112,38.1
1,6,89,38.8
1,24,102,39.7
2,37,85,38.3
1,18,80,40.1
2,39,108,39.4
2,26,74,40.7
1,29,117,39.9
4,37,117,38.9
1,18,93,40.3
2,20,98,39.9
3,41,74,39.2
2,16,75,40.5
5,1,75,40.1
5,14,96,40
3,8,82,39.5
5,43,104,40.4
4,24,77,38.1
5,42,80,39.7
4,33,108,39
4,33,102,40.9
2,3,113,38.5
1,38,80,38.6
5,8,78,39.9
5,38,74,39.3
1,18,82,38.2
1,30,85,40.2
3,25,86,38.8
1,35,101,39.8
2,13,76,40.8
4,15,93,38.6
5,1,87,38.2
3,8,93,39.7
2,29,100,40.4
2,43,76,38.6
3,6,93,40.7
3,10,91,38.5
4,6,83,40.9
2,4,88,39.2
1,24,75,40.8
5,33,113,40.4
3,14,95,38
3,37,95,40.9
5,25,104,39.7
2,21,93,39.2
3,9,109,38.1
2,34,103,38.5
1,7,115,40
1,9,102,38.4
3,35,116,38.8
3,6,108,38.4
5,24,82,38.1
3,12,107,40
1,38,77,39.4
3,33,81,40.2
3,15,85,40.7
2,45,105,41
2,39,89,39.2
2,29,81,38.2
5,45,119,40.5
3,32,110,39.5
3,31,116,40
3,27,80,40.2
4,20,109,38.2
3,34,106,40.4
1,7,99,38.2
5,17,82,40.4
5,37,118,39.1
3,5,111,38.5
4,45,74,40.5
4,14,104,40.4
5,45,88,39.2
1,39,99,40.9
3,11,96,38.9
5,18,97,38.7
4,18,116,39.9
4,40,86,40.7
4,5,112,40.2
5,22,77,40.6
5,24,94,38.2
2,27,92,40.8
1,15,118,38.4
5,25,85,38.5
3,15,115,40.1
4,4,94,39.2
2,30,86,40.7
1,12,84,38.6
1,44,117,39.6
1,22,80,40.1
1,24,79,38.4
4,39,119,40.7
5,39,111,40.8
1,17,108,40
1,3,99,38.4
3,40,117,38.1
1,1,115,39.6
2,32,110,39.1
3,28,79,39.6
1,33,107,40.8
5,30,116,39.6
1,37,113,39.2
1,10,113,39.9
2,12,109,39
5,21,88,39.9
4,35,102,40.3
2,12,94,40.3
3,40,85,38.2
5,42,108,38.8
1,6,77,38.6
1,37,95,39.5
2,10,80,39.4
5,30,77,40.8
5,23,119,38.9
2,39,91,40.9
5,41,82,38.8
5,38,118,38.7
5,29,74,40.7
2,36,91,38.6
4,7,107,38.8
3,2,74,38.5
3,5,79,40.8
4,14,75,40.9
4,27,78,39.5
1,45,78,39.8
5,40,75,38.2
1,13,107,39
3,10,103,39.8
2,27,93,38.9
1,15,79,40
3,39,81,39.4
4,25,109,38.6
5,15,91,38.2
4,36,117,40.2
1,35,96,38.9
1,15,114,40.5
2,40,85,38.3
4,17,74,40.6
2,34,86,39.6
5,44,117,39.1
5,41,76,40.5
1,40,115,40.4
3,40,96,38.8
3,41,115,40.6
2,33,87,39.2
1,21,116,41
4,35,98,38.5
3,19,75,40.8
2,3,102,41
5,16,73,38.5
2,13,89,38.4
5,3,117,38.7
5,2,74,40.5
5,11,87,38.3
4,19,97,40.4
4,20,91,40.8
5,24,83,39.8
4,5,99,40.6
3,38,88,39.1
3,32,90,38.4
1,29,111,39.8
4,10,76,38.5
5,18,110,39.4
2,22,115,38.5
1,3,105,39.6
4,24,107,38.8
3,27,102,38.6
2,4,84,38.1
3,3,93,39.3
3,16,93,39.9
3,33,120,39.4
1,29,75,39.5
1,5,99,39.1
2,25,104,38.1
1,2,94,39.7
2,20,116,38.4
4,2,104,38.1
5,18,94,39.9
3,15,77,40.7
5,17,116,38.7
2,44,100,40
3,35,101,38.3
2,31,101,39.5
1,18,85,40.7
4,14,117,41
2,33,94,40.8
1,43,107,40.5
4,27,109,40.6
5,9,97,40.3
1,43,88,40.6
5,9,82,38.5
4,5,78,40.1
1,4,93,38.3
1,4,92,39.3
4,15,102,40
5,40,87,39.7
5,1,119,38.3
4,29,86,40.3
4,45,101,39.7
2,1,93,38.4
4,2,112,38.1
5,7,105,40.5
5,13,80,38.2
4,15,80,39.8
2,31,78,40.8
1,11,93,39.1
3,5,104,39.1
3,25,89,38.6
4,9,83,39
1,28,91,38.9
2,9,103,39.8
3,7,87,39
4,45,112,40.9
1,32,114,39.4
5,42,97,40.9
3,20,80,39
4,21,113,39.5
4,4,103,40.9
5,8,96,39
5,32,112,39
1,10,103,38.5
5,43,107,40.4
3,16,110,39
3,21,79,40.6
2,28,102,40.6
1,43,115,40.8
4,9,94,39
1,20,79,39.3
4,40,106,39.4
2,12,89,39.4
3,9,76,39.8
2,44,109,40.4
3,3,100,39.7
5,24,107,40.8
4,29,110,38.2
2,42,82,38.8
2,27,110,40.4
4,25,91,39.1
3,12,118,39.5
5,17,104,38.3
3,20,93,38.5
3,6,114,40.1
2,29,106,40.3
3,1,102,40.9
2,16,89,39.8
2,10,90,38.6
1,9,79,39.2
3,20,77,38.3
1,22,83,38.7
5,23,81,38.2
5,28,94,40.2
4,41,83,39.2
3,39,111,39.9
4,22,117,40.3
1,27,82,39.8
4,40,77,39.9
1,32,90,40.2
3,20,109,38.9
4,22,77,40
4,28,120,39.7
4,8,84,40
4,22,83,40.8
2,1,102,38.3
2,42,112,40.2
1,6,93,40.1
3,32,101,41
1,26,104,38
4,35,80,38.5
4,8,87,40.8
2,11,105,38.6
5,27,76,38.7
4,43,88,39.2
5,8,108,38.6
3,23,81,39.3
3,44,120,39.2
1,25,120,39
4,42,116,40.1
3,6,106,38.3
1,6,75,38.2
3,16,95,39
2,36,80,40.4
3,14,100,38.8
2,10,84,38.1
4,21,98,40.3
2,17,73,38.3
1,2,110,40.1
3,39,81,38.3
1,17,110,40.2
1,33,97,38
1,21,78,39.5
5,34,96,39.1
4,7,106,40.2
2,21,95,40.7
2,10,108,40.7
2,28,108,39.2
4,28,77,39.4
5,6,73,38.5
5,41,77,40.6
4,40,85,40.6
2,5,120,40.1
3,18,97,40.4
2,44,75,40.8
2,31,112,38.3
1,22,88,41
1,22,77,39
4,2,84,40.4
2,10,78,38.3
